x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.0,0.0,0.0,-0.02594105458354515,-0.007185645781542197,0.028313093855363427,-0.049491224783331345,-0.009374095795169367,0.05344297083982622,-0.07555472405765899,-0.006105306816560847,0.07023401988015612,-0.10000426094912993,-0.000598823476092016,0.08342912095248466,-0.0969218000520493,1.810420530378646e-19,0.023278333293563887,-0.12603642241706467,-0.00656035547808359,0.03010406904079729,-0.14697249046095415,-0.014589971891275125,0.03397308935038096,-0.15801070174256687,-0.04062688422896941,0.0345811111403248,-0.09789229082941088,2.178716303422057e-19,-7.246164931524674e-20,-0.13482487866552498,-0.009981331929354355,0.001736172573124958,-0.15777843705952832,-0.027220466508429103,0.0007224778108674274,-0.17735013533018282,-0.044636256733734926,0.0037962353568301564,-0.09110262067281123,-0.00936766962454379,-0.017493169421137295,-0.12314327239583499,-0.021763412449378756,-0.019251125973630153,-0.142713565206007,-0.03673283466008526,-0.017626537899533657,-0.16121523934084164,-0.052560875468979695,-0.013667919090250011,-0.07580549203340345,-0.01947669137756201,-0.032238196963145054,-0.09771615803778434,-0.025206054679227183,-0.03575230791635115,-0.11801260691403766,-0.03336385367735036,-0.03748230909044419,-0.13709091239961912,-0.0429723178492503,-0.03443984982606212
0.0,0.0,0.0,-0.025723378670229172,-0.007144513114599427,0.02831762979191534,-0.049226769615313117,-0.0095026605300106,0.05353032734635976,-0.07530883855445732,-0.006462797360058818,0.07036632081938075,-0.09977304406746536,-0.001081588812109597,0.0835392392242642,-0.09676622424207112,2.470621348941596e-19,0.023281364443517267,-0.1259252916424682,-0.006624261453583796,0.03018417706865989,-0.14696079889068184,-0.014750470088060467,0.03411996917855673,-0.15795777507130704,-0.040944799439996106,0.034790889443811195,-0.09784504206067607,1.5805241776583413e-19,5.4127942387763874e-20,-0.1348518995847437,-0.010037723716260463,0.0017853968439311557,-0.15787377634348226,-0.027150036340932656,0.0009048981958607763,-0.17743091731272193,-0.044649245084672766,0.004048336713868339,-0.09111758051584982,-0.009440427013404787,-0.017520811188422365,-0.12315655781390923,-0.02198183722026123,-0.01911912689404938,-0.14273167254779792,-0.03691813353382042,-0.017418405516858245,-0.16123303041469794,-0.05288263166035195,-0.01345897797051917,-0.07582847985529402,-0.019625623073025865,-0.03224535236479459,-0.09778722710679288,-0.025462932439662106,-0.03564873652473492,-0.11809164141022926,-0.03370704254289474,-0.037373410937374375,-0.1371687501636448,-0.0432472089928513,-0.034302249670866494
0.0,0.0,0.0,-0.025758298085323397,-0.007194082697000405,0.02827779539359236,-0.049167492707647135,-0.009794536380950021,0.05347602223503194,-0.07525595475777624,-0.006904008257640912,0.0703049909321627,-0.09967566374174801,-0.0016658938669660607,0.08350359503942195,-0.09678434681091665,5.109383506238155e-19,0.023298676184263806,-0.12607649736727117,-0.006550694151912834,0.03021967522935555,-0.14724672811421802,-0.014616895627749002,0.034113503795008486,-0.15834774234324797,-0.04065962825082974,0.03485686395169427,-0.09794489200988518,8.925948906768739e-20,-3.236433043568455e-20,-0.13505415981340063,-0.009916972746703119,0.001760015542666978,-0.15817279561385894,-0.026849780473407775,0.0008792308084523278,-0.17789433957725423,-0.04425078492098905,0.003975666908876593,-0.09120803031199819,-0.0094862650160716,-0.017476397902830346,-0.12333251024819397,-0.021986167936207616,-0.01912738215412706,-0.1429870068733514,-0.036759171778226796,-0.017457234036928476,-0.1615499394512962,-0.052770107622346435,-0.013542888619761639,-0.07589632480126304,-0.019710577308938326,-0.03227925281757367,-0.09791108438002548,-0.025456671788784316,-0.03564065522776657,-0.11830052197256771,-0.03357484010071659,-0.03738052905898043,-0.13745925169070836,-0.04304352337248017,-0.03426776626472244
0.0,0.0,0.0,-0.025662884130262322,-0.007179499774405599,0.028288689515233518,-0.049006964349181656,-0.009843450206481131,0.05353034104487467,-0.07514021749912791,-0.006948022433702996,0.07041262156277965,-0.09950212548320926,-0.001635734756387125,0.08369780459736963,-0.09666696258592142,-4.848689093376636e-20,0.023286662892641558,-0.12598697859547378,-0.006629025526500019,0.030314215531120937,-0.14722352680353115,-0.014769194197072462,0.03428146197150235,-0.15822655590233453,-0.040897648924206276,0.035100209378807576,-0.09790423596711512,1.248382240297827e-19,1.761521740905278e-20,-0.1350513499907239,-0.010010209165375534,0.0017979220524719022,-0.15817465233059771,-0.02691373411590979,0.0009949454104929035,-0.17779386201531272,-0.04439453687866393,0.004128403464594441,-0.0911942143507849,-0.009524980573729016,-0.01745067355771593,-0.12328373820337364,-0.022198878024759554,-0.019056292366571973,-0.14287856077796915,-0.03698237015042047,-0.017356845027447877,-0.16134573250095646,-0.05313287074541266,-0.013429899676326356,-0.07587870806360561,-0.01978879742692923,-0.03225804270225807,-0.09786319506423387,-0.025632469071035897,-0.03556545114106204,-0.11820399199192715,-0.03381664783753895,-0.03734360730173448,-0.13729585003025857,-0.043252091329940956,-0.03417088420015586
0.0,0.0,0.0,-0.025707953356676,-0.007288507889598093,0.028328279278919812,-0.04906918193789659,-0.009920764016768904,0.05364041311701424,-0.07518595973040777,-0.006945906480320091,0.07055587798072491,-0.09972031973956688,-0.00161928561523152,0.08383312823822071,-0.09690691345294455,3.975273940425275e-19,0.02338342965199798,-0.12624698051602348,-0.006584008623020392,0.03034602957896117,-0.14747017384962466,-0.01473537556330772,0.034307750074415416,-0.15853834435941394,-0.04083211334015007,0.03516358578620668,-0.09813198760966345,3.5023860605690435e-19,1.0713101517827065e-19,-0.13532647152046856,-0.009925938147158277,0.0018121564376202932,-0.15848781126648945,-0.026854258177628744,0.000993274882577833,-0.1782066185884095,-0.04435097749057724,0.004132978131720943,-0.09142206293957032,-0.009529739383332809,-0.0175019882205625,-0.1235507858888544,-0.022154441659349235,-0.019131217715700585,-0.14326915810055482,-0.03695528878475667,-0.017370297270243244,-0.16184635755666082,-0.053080634269822104,-0.01344693687727001,-0.07605635213504852,-0.01978526411219925,-0.03233397972031412,-0.09806942742740463,-0.025617812371828374,-0.035649891533659626,-0.1185056120487824,-0.03374577874659647,-0.037341566674445256,-0.13766649149325824,-0.04327374514059093,-0.03418285723437919
0.0,0.0,0.0,-0.02575680197454521,-0.007279766818118588,0.02831076211081437,-0.04910949264722342,-0.009898205798000591,0.05362129307482166,-0.07514735187229048,-0.007121807276538009,0.07054332510796342,-0.09962533503879119,-0.0019495262310007264,0.08387035200208445,-0.09691349618064297,-8.761458369723527e-19,0.023353051272440566,-0.12627629171551652,-0.006532006821384521,0.03029544578450666,-0.1475205585543063,-0.014598701702835568,0.03424365567068304,-0.15868515420473978,-0.04070942017479106,0.03508651999979112,-0.09816961589823152,-4.785140503150923e-19,-8.930932681599065e-20,-0.13534574055256038,-0.00983498990335672,0.0017932795510231599,-0.15855217260180018,-0.026698876145118098,0.0009631017292542369,-0.17833659363376134,-0.0441900222519717,0.004166379868059826,-0.09152053420275354,-0.009537070805494357,-0.01746633350790356,-0.12365250987510618,-0.021970542763317197,-0.019128857510401828,-0.14344392852875404,-0.03662081167698771,-0.017344936022361035,-0.16211062448231758,-0.05263166494070968,-0.013353571533191295,-0.07620977489894948,-0.019809713050594705,-0.032285745395438305,-0.09825979823218646,-0.025593868213450638,-0.035616333240407236,-0.11869870788892337,-0.03371829595968259,-0.03726524854632812,-0.13786517359697834,-0.04321125003554285,-0.03409171073848703
0.0,0.0,0.0,-0.025738108637109614,-0.007193102243005476,0.028285969940791755,-0.049082955456405196,-0.009873709516907076,0.05357725446716621,-0.07515756881789255,-0.007235286297229834,0.07052288229567052,-0.09944787453944393,-0.002108870584536685,0.0839783700804456,-0.09676177348141826,4.36209850219783e-19,0.023267904194809303,-0.12621167880436798,-0.006462336660730744,0.0301986127262383,-0.14755083396757251,-0.014300092345964506,0.03412846775582121,-0.15880219459513586,-0.04041037179155199,0.03494986214129214,-0.09802260679606081,2.900003763367654e-19,-2.2315917946934455e-21,-0.135237980383461,-0.009687589205764239,0.0017610739593102546,-0.1585801080634287,-0.026336207129701854,0.0008423790262901808,-0.17838013047224177,-0.04366324906294448,0.0040496814401049085,-0.0913670628935514,-0.009538099158868846,-0.017468238630746136,-0.12360846179952928,-0.02182370117927831,-0.019132481055125015,-0.14340986288635235,-0.036316922997523454,-0.017381801568755885,-0.16221191940467083,-0.052209983541273174,-0.013459336237195448,-0.07614772613663338,-0.019874973421079856,-0.03225276457150385,-0.09826193880631877,-0.02556718863890216,-0.03568413987136302,-0.1186259780857904,-0.033563350956796675,-0.03742482118739539,-0.1378460633567621,-0.04298819904663418,-0.0343243237802456
0.0,0.0,0.0,-0.02557458949160446,-0.0071183225659401375,0.028313063736268608,-0.0489353386561712,-0.009752121545687874,0.053649381928307885,-0.0748708950400793,-0.007200809201673181,0.07062207449824096,-0.09916286610736318,-0.002162054630437455,0.08396718952266535,-0.09656747072378785,5.817692535388112e-19,0.02329402698434128,-0.1261002850600728,-0.00634528837878288,0.030196446433966705,-0.14737377073214725,-0.014192484902204143,0.034313141308372756,-0.1586752948476932,-0.04030388785343176,0.03521405153058515,-0.09786984176844506,2.2491536990267324e-19,5.508202161939091e-20,-0.13514200653726713,-0.009558582622453184,0.0018399076079936045,-0.15848613301934675,-0.026194642315493354,0.0010662382963182028,-0.1783499901754729,-0.04348202892936133,0.0044029249986171325,-0.09134316070908832,-0.009493724831620531,-0.01747190474959848,-0.12356078208044953,-0.02171723754149786,-0.018979001907455804,-0.14344249194219058,-0.036124341925080225,-0.017104527324074158,-0.16226202846708618,-0.051952389828864784,-0.013101847034474083,-0.07618354073321795,-0.019792917975356712,-0.0322027144171306,-0.09837018421578332,-0.02548223981833679,-0.03551128537534171,-0.11866361151660307,-0.03349591955343233,-0.037189667096995345,-0.13789397359665168,-0.04288989526588527,-0.03405348853897418
0.0,0.0,0.0,-0.02541321759153035,-0.007123359626091221,0.028213007272059457,-0.048788029879906575,-0.00970404697063969,0.053655952026716636,-0.07467498722912976,-0.007059015592669127,0.07067415162313052,-0.09893842583815694,-0.0021297850657256722,0.08397906583501709,-0.09636703566966721,1.2714329542697802e-19,0.02327772328784478,-0.125894272656037,-0.006355018659819934,0.03007853102644047,-0.14708452368994623,-0.014327092380948042,0.034305042873112396,-0.15826794588490903,-0.04037968557098845,0.03523325860631263,-0.09769346643099525,2.225381896348942e-19,-2.745318555582233e-20,-0.13493520892891078,-0.009590879432811568,0.0019445351337862113,-0.158201515243068,-0.026295063884159094,0.0012581943965627596,-0.17804311193978287,-0.0436558076433064,0.0046364722338070475,-0.09123478690636012,-0.009477407413792433,-0.01751380585762874,-0.12334694672801554,-0.021762279261037784,-0.018891354451463865,-0.14330712811838744,-0.036094647072945366,-0.01688503984678037,-0.16210533500615876,-0.05186022727757783,-0.012942891743389915,-0.07608846609651349,-0.01976347239468787,-0.032147617054848525,-0.09828983529352579,-0.02550913981571601,-0.03533997296679117,-0.11851054477029785,-0.03358765239519261,-0.0370176865526286,-0.137683568814951,-0.043058264728789174,-0.03392659688562513
0.0,0.0,0.0,-0.025119326233302958,-0.007049017533656726,0.028166129048407644,-0.04836878629225667,-0.009797061123550397,0.053796981992178416,-0.07432824186653494,-0.007445460105579761,0.07060099936971577,-0.09837633857769072,-0.0026382600009141922,0.08371855384302411,-0.09581688598365877,-1.1754196397804436e-18,0.0233175855109965,-0.1253254060696443,-0.006273904958916676,0.030308167219771292,-0.14677213452390417,-0.0143935126695401,0.03459299189595134,-0.15778871882854476,-0.040304070403153106,0.03588847210229021,-0.09735183509681891,-8.357734836412632e-19,1.0479687466608862e-21,-0.13467329544901327,-0.009720837693247044,0.0019855346922107585,-0.15784293294094337,-0.026295251574043527,0.0016009009747507933,-0.17774888166311142,-0.04368307749274186,0.005028498317544373,-0.09100695846686938,-0.009587081593744728,-0.01746818057485084,-0.1231550137493801,-0.02210880134404908,-0.018627299256399648,-0.14304728427834865,-0.03620952234379144,-0.016320434708512986,-0.16186055638076316,-0.05220427087970626,-0.012458673228062888,-0.07586990160633089,-0.019967195144616732,-0.03209736794555949,-0.09812149232528761,-0.0257435770064381,-0.03508729176866813,-0.1183397401412604,-0.03392865118309578,-0.036721464036325396,-0.1375754574149745,-0.04317310106640152,-0.03350522765973829
